"Query","Match","HMDB","PubChem","ChEBI","KEGG","METLIN","SMILES","Comment"
"1-oleoyl-GPC (18:1)","NA","NA","NA","NA","NA","NA","NA","0"
"1-oleoyl-GPE (18:1)","NA","NA","NA","NA","NA","NA","NA","0"
"1-oleoyl-GPG (18:1)","NA","NA","NA","NA","NA","NA","NA","0"
"1-oleoyl-GPI (18:1)","NA","NA","NA","NA","NA","NA","NA","0"
"1-oleoylglycerol (18:1)","NA","NA","NA","NA","NA","NA","NA","0"
"1-palmitoleoyl-2-linolenoyl-GPC (16:1/18:3)","NA","NA","NA","NA","NA","NA","NA","0"
"1-palmitoleoyl-GPC (16:1)","NA","NA","NA","NA","NA","NA","NA","0"
"1-palmitoleoylglycerol (16:1)","NA","NA","NA","NA","NA","NA","NA","0"
"1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6)","NA","NA","NA","NA","NA","NA","NA","0"
"1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)","NA","NA","NA","NA","NA","NA","NA","0"
"1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4)","NA","NA","NA","NA","NA","NA","NA","0"
"1-palmitoyl-2-linoleoyl-GPC (16:0/18:2)","PC(16:0/18:2(9Z,12Z))","HMDB0007973","5287971",NA,"C00157",NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"1-palmitoyl-2-linoleoyl-GPE (16:0/18:2)","PE(16:0/18:2(9Z,12Z))","HMDB0008928","9546747",NA,"C00350",NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"1-palmitoyl-2-linoleoyl-GPI (16:0/18:2)","NA","NA","NA","NA","NA","NA","NA","0"
"1-palmitoyl-2-oleoyl-GPC (16:0/18:1)","NA","NA","NA","NA","NA","NA","NA","0"
"1-palmitoyl-2-oleoyl-GPE (16:0/18:1)","NA","NA","NA","NA","NA","NA","NA","0"
"1-palmitoyl-2-oleoyl-GPI (16:0/18:1)","NA","NA","NA","NA","NA","NA","NA","0"
"1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)","NA","NA","NA","NA","NA","NA","NA","0"
"1-palmitoyl-2-stearoyl-GPC (16:0/18:0)","NA","NA","NA","NA","NA","NA","NA","0"
"1-palmitoyl-GPA (16:0)","NA","NA","NA","NA","NA","NA","NA","0"
"1-palmitoyl-GPC (16:0)","LysoPC(16:0)","HMDB0010382","460602",NA,"C04230",NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"1-palmitoyl-GPE (16:0)","LysoPE(16:0/0:0)","HMDB0011503","9547069","73004",NA,NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O","1"
"1-palmitoyl-GPG (16:0)","NA","NA","NA","NA","NA","NA","NA","0"
"1-palmitoyl-GPI (16:0)","NA","NA","NA","NA","NA","NA","NA","0"
"1-palmitoylglycerol (16:0)","NA","NA","NA","NA","NA","NA","NA","0"
"1-pentadecanoylglycerol (15:0)","NA","NA","NA","NA","NA","NA","NA","0"
"1-stearoyl-2-arachidonoyl-GPC (18:0/20:4)","NA","NA","NA","NA","NA","NA","NA","0"
"1-stearoyl-2-arachidonoyl-GPE (18:0/20:4)","NA","NA","NA","NA","NA","NA","NA","0"
"1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)","NA","NA","NA","NA","NA","NA","NA","0"
"1-stearoyl-2-linoleoyl-GPC (18:0/18:2)","NA","NA","NA","NA","NA","NA","NA","0"
"1-stearoyl-2-linoleoyl-GPE (18:0/18:2)","NA","NA","NA","NA","NA","NA","NA","0"
"1-stearoyl-2-linoleoyl-GPI (18:0/18:2)","NA","NA","NA","NA","NA","NA","NA","0"
"1-stearoyl-2-oleoyl-GPC (18:0/18:1)","NA","NA","NA","NA","NA","NA","NA","0"
"1-stearoyl-2-oleoyl-GPE (18:0/18:1)","PE(18:0/18:1(9Z))","HMDB0008993","9546742",NA,"C00350",NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC","1"
"1-stearoyl-2-oleoyl-GPI (18:0/18:1)","NA","NA","NA","NA","NA","NA","NA","0"
"1-stearoyl-2-oleoyl-GPS (18:0/18:1)","NA","NA","NA","NA","NA","NA","NA","0"
"1-stearoyl-GPC (18:0)","NA","NA","NA","NA","NA","NA","NA","0"
"1-stearoyl-GPE (18:0)","NA","NA","NA","NA","NA","NA","NA","0"
"1-stearoyl-GPI (18:0)","NA","NA","NA","NA","NA","NA","NA","0"
"10-heptadecenoate (17:1n7)","Epi-alpha-amyrin","HMDB0036657","225688",NA,NA,NA,"[H][C@@]12[C@H](C)[C@@H](C)CC[C@]1(C)CC[C@]1(C)C2=CCC2[C@@]3(C)CC[C@H](O)C(C)(C)C3CC[C@@]12C","1"
"10-nonadecenoate (19:1n9)","NA","NA","NA","NA","NA","NA","NA","0"
"10-undecenoate (11:1n1)","NA","NA","NA","NA","NA","NA","NA","0"
"11-ketoetiocholanolone glucuronide","NA","NA","NA","NA","NA","NA","NA","0"
"12,13-DiHOME","12,13-DHOME","HMDB0004705","10236635",NA,"C14829",NA,"CCCCCC(C(C/C=C\CCCCCCCC(=O)O)O)O","1"
"12-HETE","12-HETE","HMDB0006111","5312983",NA,"C14777",NA,"CCCCC/C=C\CC(/C=C\C=C/C/C=C/CCCC(=O)O)O","1"
"12-HHTrE","12S-HHT","HMDB0012535","5283141","63977","C20388",NA,"CCCCC[C@@H](/C=C/C=C/C/C=C\CCCC(=O)O)O","1"
"13-HODE + 9-HODE","NA","NA","NA","NA","NA","NA","NA","0"
"14-HDoHE/17-HDoHE","NA","NA","NA","NA","NA","NA","NA","0"
"15-methylpalmitate","Methylphosphate","HMDB0061711","13130","340824",NA,NA,"COP(O)(O)=O","1"
"16-hydroxypalmitate","NA","NA","NA","NA","NA","NA","NA","0"
"16a-hydroxy DHEA 3-sulfate","NA","NA","NA","NA","NA","NA","NA","0"
"17-methylstearate","Hexaethylene glycol","HMDB0061822","17472","49793",NA,NA,"OCCOCCOCCOCCOCCOCCO","1"
"17alpha-hydroxypregnenolone 3-sulfate","NA","NA","NA","NA","NA","NA","NA","0"
"18-hydroxycorticosterone","18-Hydroxycorticosterone","HMDB0000319","11222","16485","C01124","5308","C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)CO)O","1"
"2'-deoxyinosine","Deoxyinosine","HMDB0000071","65058","28997","C05512","3383","C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC=NC3=O)CO)O","1"
"2'-deoxyuridine","Deoxyuridine","HMDB0000012","13712","16450","C00526","5086","C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)CO)O","1"
"2'-O-methylcytidine","NA","NA","NA","NA","NA","NA","NA","0"
"2'-O-methyluridine","NA","NA","NA","NA","NA","NA","NA","0"
"2,3-dihydroxy-2-methylbutyrate","NA","NA","NA","NA","NA","NA","NA","0"
"2,3-dihydroxyisovalerate","NA","NA","NA","NA","NA","NA","NA","0"
"2,3-dihydroxypyridine","NA","NA","NA","NA","NA","NA","NA","0"
"2,8-quinolinediol sulfate","NA","NA","NA","NA","NA","NA","NA","0"
"2-acetamidophenol sulfate","NA","NA","NA","NA","NA","NA","NA","0"
"2-aminoadipate","Aminoadipic acid","HMDB0000510","469","37024","C00956","5496","C(CC(C(=O)O)N)CC(=O)O","1"
"2-aminobutyrate","L-Alpha-aminobutyric acid","HMDB0000452","80283","35619","C02356","12","CC[C@@H](C(=O)O)N","1"
"2-aminoheptanoate","PyroGlu-Val","HMDB0094651","152416","132991",NA,NA,"CC(C)[C@H](NC(=O)[C@@H]1CCC(=O)N1)C(O)=O","1"
"2-aminooctanoate","DL-2-Aminooctanoic acid","HMDB0000991","69522","75145",NA,"5923","CCCCCCC(C(=O)O)N","1"
"2-aminophenol sulfate","NA","NA","NA","NA","NA","NA","NA","0"
"2-arachidonoylglycerol (20:4)","NA","NA","NA","NA","NA","NA","NA","0"
"2-docosahexaenoylglycerol (22:6)","NA","NA","NA","NA","NA","NA","NA","0"
"2-ethylphenylsulfate","NA","NA","NA","NA","NA","NA","NA","0"
"2-furoic acid","2-Furoic acid","HMDB0000617","6919","30845","C01546","2266","C1=COC(=C1)C(=O)O","1"
"2-hydroxy-3-methylvalerate","2-Hydroxy-3-methylpentanoic acid","HMDB0000317","10796774",NA,NA,"5306","CC[C@@H](C)[C@H](C(=O)O)O","1"
"2-hydroxyacetaminophen sulfate","2-Hydroxyacetaminophen sulfate","HMDB0062547","86290013","82942",NA,NA,"CC(=O)NC1=CC=C(OS(O)(=O)=O)C=C1O","1"
"2-hydroxyadipate","2-Hydroxyadipic acid","HMDB0000321","193530","17023","C02360","5310","C(CC(C(=O)O)O)CC(=O)O","1"
"2-hydroxybutyrate/2-hydroxyisobutyrate","NA","NA","NA","NA","NA","NA","NA","0"
"2-hydroxydecanoate","2-Hydroxydecanoate","HMDB0094656","5312797",NA,NA,NA,"CCCCCCCC[C@H](O)C(O)=O","1"
"2-hydroxyglutarate","2-Hydroxyglutarate","HMDB0059655","43","17084","C02630",NA,"OC(CCC(O)=O)C(O)=O","1"
"2-hydroxyhippurate (salicylurate)","NA","NA","NA","NA","NA","NA","NA","0"
"2-hydroxyibuprofen","NA","NA","NA","NA","NA","NA","NA","0"
"2-hydroxyoctanoate","Hydroxyoctanoic acid","HMDB0000711","94180","86543",NA,"5679","CCCCCCC(C(=O)O)O","1"
"2-hydroxypalmitate","NA","NA","NA","NA","NA","NA","NA","0"
"2-hydroxyphenylacetate","Ortho-Hydroxyphenylacetic acid","HMDB0000669","11970","28478","C05852","5639","C1=CC=C(C(=C1)CC(=O)O)O","1"
"2-hydroxystearate","Hydroferulic acid","HMDB0062121","14340","86612",NA,NA,"COC1=C(O)C=CC(CCC(O)=O)=C1","1"
"2-keto-3-deoxy-gluconate","NA","NA","NA","NA","NA","NA","NA","0"
"2-linoleoylglycerol (18:2)","NA","NA","NA","NA","NA","NA","NA","0"
"2-methoxyacetaminophen glucuronide","NA","NA","NA","NA","NA","NA","NA","0"
"2-methoxyacetaminophen sulfate","NA","NA","NA","NA","NA","NA","NA","0"
"2-methoxyresorcinol sulfate","NA","NA","NA","NA","NA","NA","NA","0"
"2-methylbutyrylcarnitine (C5)","NA","NA","NA","NA","NA","NA","NA","0"
"2-methylbutyrylglycine","2-Methylbutyrylglycine","HMDB0000339","193872","240943",NA,"5328","CCC(C)C(=O)NCC(=O)O","1"
"2-methylcitrate/homocitrate","NA","NA","NA","NA","NA","NA","NA","0"
"2-myristoylglycerol (14:0)","NA","NA","NA","NA","NA","NA","NA","0"
"2-oleoylglycerol (18:1)","NA","NA","NA","NA","NA","NA","NA","0"
"2-oxindole-3-acetate","2-Oxindole-3-acetate","HMDB0094657","3080590","133221",NA,NA,"OC(=O)CC1C(O)=NC2=CC=CC=C12","1"
"2-oxoarginine","2-Oxoarginine","HMDB0004225","558","58489","C03771","7030","C(CC(=O)C(=O)O)CN=C(N)N","1"
"2-palmitoleoyl-GPC (16:1)","NA","NA","NA","NA","NA","NA","NA","0"
"2-palmitoleoylglycerol (16:1)","NA","NA","NA","NA","NA","NA","NA","0"
"2-palmitoyl-GPC (16:0)","NA","NA","NA","NA","NA","NA","NA","0"
"2-palmitoylglycerol (16:0)","NA","NA","NA","NA","NA","NA","NA","0"
"2-piperidinone","2-Piperidinone","HMDB0011749","12665","110273",NA,NA,"C1CCNC(=O)C1","1"
"2-propylpentanoate (valproate)","NA","NA","NA","NA","NA","NA","NA","0"
"2-pyrrolidinone","2-Pyrrolidinone","HMDB0002039","12025","36592","C11118","6452","C1CC(=O)NC1","1"
"2-stearoyl-GPE (18:0)","LysoPE(0:0/18:0)","HMDB0011129","53480667","133144",NA,NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN","1"
"21-hydroxypregnenolone disulfate","NA","NA","NA","NA","NA","NA","NA","0"
"3,4-methyleneheptanoylcarnitine","NA","NA","NA","NA","NA","NA","NA","0"
"3,7-dimethylurate","NA","NA","NA","NA","NA","NA","NA","0"
"3-(3-hydroxyphenyl)propionate","3-(3-Hydroxyphenyl)propanoic acid","HMDB0000375","91","1427","C11457","5364","C1=CC(=CC(=C1)O)CCC(=O)O","1"
"3-(3-hydroxyphenyl)propionate sulfate","NA","NA","NA","NA","NA","NA","NA","0"
"3-(4-hydroxyphenyl)lactate","Hydroxyphenyllactic acid","HMDB0000755","9378","17385","C03672","5723","C1=CC(=CC=C1CC(C(=O)O)O)O","1"
"3-(4-hydroxyphenyl)propionate","Desaminotyrosine","HMDB0002199","10394","32980","C01744","4148","C1=CC(=CC=C1CCC(=O)O)O","1"
"3-(cystein-S-yl)acetaminophen","NA","NA","NA","NA","NA","NA","NA","0"
"3-(N-acetyl-L-cystein-S-yl) acetaminophen","NA","NA","NA","NA","NA","NA","NA","0"
"3-acetylphenol sulfate","NA","NA","NA","NA","NA","NA","NA","0"
"3-aminoisobutyrate","3-Aminoisobutanoic acid","HMDB0003911","64956","27389","C05145","5472","CC(CN)C(=O)O","1"
"3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)","NA","NA","NA","NA","NA","NA","NA","0"
"3-hydroxy-2-ethylpropionate","2-Ethylhydracrylic acid","HMDB0000396","188979","741550",NA,"3785","CCC(CO)C(=O)O","1"
"3-hydroxy-3-methylglutarate","3-Hydroxymethylglutaric acid","HMDB0000355","1662","16831","C03761","5344","CC(CC(=O)O)(CC(=O)O)O","1"
"3-hydroxybutyrate (BHBA)","NA","NA","NA","NA","NA","NA","NA","0"
"3-hydroxybutyrylcarnitine (1)","NA","NA","NA","NA","NA","NA","NA","0"
"3-hydroxybutyrylcarnitine (2)","NA","NA","NA","NA","NA","NA","NA","0"
"3-hydroxycinnamate sulfate","NA","NA","NA","NA","NA","NA","NA","0"
"3-hydroxycotinine glucuronide","NA","NA","NA","NA","NA","NA","NA","0"
"3-hydroxydecanoate","3-Hydroxycapric acid","HMDB0002203","26612","132983",NA,"6544","CCCCCCCC(CC(=O)O)O","1"
"3-hydroxyhexanoate","(1E)-1-(methylthio)prop-1-ene","HMDB0059843","637915","89721",NA,NA,"[H]\C(SC([H])([H])[H])=C(\[H])C([H])([H])[H]","1"
"3-hydroxyhippurate","3-Hydroxyhippuric acid","HMDB0006116","450268","594277",NA,NA,"C1=CC(=CC(=C1)O)C(=O)NCC(=O)O","1"
"3-hydroxyisobutyrate","(S)-3-Hydroxyisobutyric acid","HMDB0000023","87","37373","C06001","483","C[C@@H](CO)C(=O)O","1"
"3-hydroxylaurate","3-Hydroxydodecanoic acid","HMDB0000387","94216","36206",NA,"5376","CCCCCCCCCC(CC(=O)O)O","1"
"3-hydroxyoctanoate","3-Hydroxyoctanoic acid","HMDB0001954","26613","37098","C20793",NA,"CCCCCC(CC(=O)O)O","1"
"3-hydroxypyridine sulfate","NA","NA","NA","NA","NA","NA","NA","0"
"3-hydroxyquinine","3-Hydroxyquinine","HMDB0001091","441264","17685","C07344","2234","COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@H]4CCN3C[C@@]4(C=C)O)O","1"
"3-hydroxysebacate","3-Hydroxysebacic acid","HMDB0000350","3017884","89182",NA,"5339","C(CCCC(=O)O)CCC(CC(=O)O)O","1"
"3-indoxyl sulfate","Indoxyl sulfate","HMDB0000682","10258","43355",NA,"524","C1=CC=C2C(=C1)C(=CN2)OS(=O)(=O)O","1"
"3-methoxycatechol sulfate (1)","NA","NA","NA","NA","NA","NA","NA","0"
"3-methoxycatechol sulfate (2)","NA","NA","NA","NA","NA","NA","NA","0"
"3-methoxytyramine sulfate","NA","NA","NA","NA","NA","NA","NA","0"
"3-methoxytyrosine","3-Methoxytyrosine","HMDB0001434","1670",NA,NA,NA,"COC1=C(C=CC(=C1)CC(C(=O)O)N)O","1"
"3-methyl catechol sulfate (1)","NA","NA","NA","NA","NA","NA","NA","0"
"3-methyl catechol sulfate (2)","NA","NA","NA","NA","NA","NA","NA","0"
"3-methyl-2-oxobutyrate","Alpha-ketoisovaleric acid","HMDB0000019","49","16530","C00141","5091","CC(C)C(=O)C(=O)O","1"
"3-methyl-2-oxovalerate","3-Methyl-2-oxovaleric acid","HMDB0000491","47","35932","C03465","5478","CCC(C)C(=O)C(=O)O","1"
"3-methyladipate","3-Methyladipic acid","HMDB0000555","6999745",NA,NA,"3797","C[C@@H](CCC(=O)O)CC(=O)O","1"
"3-methylcytidine","NA","NA","NA","NA","NA","NA","NA","0"
"3-methylglutaconate","3-Methylglutaconic acid","HMDB0000522","1551553","37245",NA,"5507","C/C(=C\C(=O)O)/CC(=O)O","1"
"3-methylglutarylcarnitine (2)","NA","NA","NA","NA","NA","NA","NA","0"
"3-methylhistidine","3-Methylhistidine","HMDB0000479","64969","27596","C01152","5466","CN1C=NC=C1C[C@@H](C(=O)O)N","1"
"3-methylxanthine","3-Methylxanthine","HMDB0001886","70639","62207","C16357","2820","CN1C2=C(C(=O)NC1=O)NC=N2","1"
"3-phenylpropionate (hydrocinnamate)","NA","NA","NA","NA","NA","NA","NA","0"
"3-sulfo-L-alanine","NA","NA","NA","NA","NA","NA","NA","0"
"3-ureidopropionate","Ureidopropionic acid","HMDB0000026","111","18261","C02642","5097","C(CNC(=O)N)C(=O)O","1"
"3b-hydroxy-5-cholenoic acid","3b-Hydroxy-5-cholenoic acid","HMDB0000308","92997","384794",NA,"5297","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C","1"
"3beta,7alpha-dihydroxy-5-cholestenoate","3beta,7alpha-Dihydroxy-5-cholestenoate","HMDB0012454","3081084","81015","C17335",NA,"C[C@H](CCCC(C)C(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C=C4[C@@]3(CC[C@@H](C4)O)C)O)C","1"
"3beta-hydroxy-5-cholestenoate","3 beta-Hydroxy-5-cholestenoate","HMDB0012453","53481407",NA,"C17333",NA,"C[C@H](CCCC(C)C(=O)O)C1CCC2[C@@]1(CCC3C2CC=C4[C@@]3(CC[C@@H](C4)O)C)C","1"
"4-acetamidobenzoate","NA","NA","NA","NA","NA","NA","NA","0"
"4-acetamidobutanoate","4-Acetamidobutanoic acid","HMDB0003681","18189","17645","C02946",NA,"CC(=O)NCCCC(=O)O","1"
"4-acetamidophenol","Acetaminophen","HMDB0001859","1983","46195","C06804","6353","CC(=O)NC1=CC=C(C=C1)O","1"
"4-acetamidophenylglucuronide","NA","NA","NA","NA","NA","NA","NA","0"
"4-acetaminophen sulfate","L-Xylonate","HMDB0060256","6971043","48092","C05411",NA,"OC[C@H](O)[C@@H](O)[C@H](O)C(O)=O","1"
"4-acetylphenol sulfate","NA","NA","NA","NA","NA","NA","NA","0"
"4-allylphenol sulfate","NA","NA","NA","NA","NA","NA","NA","0"
"4-aminohippurate","4-Aminohippuric acid","HMDB0001867","2148","104011","D06890 ","6359","C1=CC(=CC=C1C(=O)NCC(=O)O)N","1"
"4-aminophenol sulfate (2)","NA","NA","NA","NA","NA","NA","NA","0"
"4-ethylphenylsulfate","4-ethylphenylsulfate","HMDB0062551","20822574","82932",NA,NA,"CCC1=CC=C(OS(O)(=O)=O)C=C1","1"
"4-guanidinobutanoate","4-Guanidinobutanoic acid","HMDB0003464","500","15728","C01035","6938","C(CC(=O)O)CN=C(N)N","1"
"4-hydroxychlorothalonil","NA","NA","NA","NA","NA","NA","NA","0"
"4-hydroxycinnamate sulfate","NA","NA","NA","NA","NA","NA","NA","0"
"4-hydroxycoumarin","4-Coumaryl alcohol","HMDB0003654","54682930","64555","C02646","6971","C1=CC(=CC=C1/C=C/CO)O","1"
"4-hydroxyglutamate","NA","NA","NA","NA","NA","NA","NA","0"
"4-hydroxyhippurate","4-Hydroxyhippuric acid","HMDB0013678","151012","613375",NA,NA,"C1=CC(=CC=C1C(=O)NCC(=O)O)O","1"
"4-hydroxyphenylacetate","p-Hydroxyphenylacetic acid","HMDB0000020","127","18101","C00642","130","C1=CC(=CC=C1CC(=O)O)O","1"
"4-hydroxyphenylacetylglutamine","4-Hydroxyphenylacetylglutamine","HMDB0006061","61152160","28036","C05595",NA,"C1=CC(=CC=C1CC(=O)NC(CCC(=O)O)C(=O)O)O","1"
"4-hydroxyphenylpyruvate","4-Hydroxyphenylpyruvic acid","HMDB0000707","979","15999","C01179","5675","C1=CC(=CC=C1CC(=O)C(=O)O)O","1"
"4-imidazoleacetate","Imidazoleacetic acid","HMDB0002024","96215","16974","C02835","6445","C1=C(NC=N1)CC(=O)O","1"
"4-methyl-2-oxopentanoate","Ketoleucine","HMDB0000695","70","48430","C00233","5663","CC(C)CC(=O)C(=O)O","1"
"4-methylbenzenesulfonate","NA","NA","NA","NA","NA","NA","NA","0"
"4-methylcatechol sulfate","NA","NA","NA","NA","NA","NA","NA","0"
"4-vinylguaiacol sulfate","NA","NA","NA","NA","NA","NA","NA","0"
"4-vinylphenol sulfate","NA","NA","NA","NA","NA","NA","NA","0"
